Class,Series,Variety,Form,ProductDescription,SKU,QuantityPurchased,CustomerID,CustomerName,TerritoryID,TerritoryName,SalesRepID,SalesRepNam,TerritoryManagerID,Territory Manager,InfoCost,ListPrice,SellPrice,ListMarginPercent,SellMarginPercent,SellMarginDollars
Geranium,Geronimo,Deep Red,Unrooted,Geranium Geronimo Deep Red Unrooted#,37449,109641,739,University Village Nursery,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,5,25,20,0.8,0.75,16446.15
Calibrachoa,Crazy,Red,Unrooted,Calibrachoa Crazy Red Unrooted#,88975,111591,965,Dickey Greenhouse,400,Northwest,4492,Bret Komar,104,Cathie Wentz,4,25,13,0.84,0.692307692,10043.19
Geranium,Giant,Frost,Unrooted,Geranium Giant Frost Unrooted#,43299,197936,229,Horseridge Nursery,200,Southeast,9969,Tony Mart,102,Pete Jorgensen,5,30,20,0.833333333,0.75,29690.4
New Guinea Impatiens,Solomon,Big Red,Unrooted,New Guinea Impatiens Solomon Big Red Unrooted#,52459,24690,762,Bridgeway Greenhouse,300,Great Lakes,6511,Columbus Transue,103,Sandra Carlton,6,15,12,0.6,0.5,1481.4
Geranium,Giant,Pink,Unrooted,Geranium Giant Pink Unrooted#,60468,11121,556,Diablo Farm,300,Great Lakes,4926,Wilfred Mcelvain,103,Sandra Carlton,5,30,12,0.833333333,0.583333333,778.47
Petunia Vegetative,Pretty,Blue,Unrooted,Petunia Vegetative Pretty Blue Unrooted#,71461,150134,997,Bridge Nursery,100,Northeast,4887,Anastacia Renaud,101,Tim Morris,4,20,16,0.8,0.75,18016.08
Geranium,Geronimo,Orange,Unrooted,Geranium Geronimo Orange Unrooted#,20057,81128,380,Rackatoe Greenhouse,200,Southeast,5301,Janiece Mcshane,102,Pete Jorgensen,5,25,11,0.8,0.545454545,4867.68
New Guinea Impatiens,Solomon,Burgundy,Unrooted,New Guinea Impatiens Solomon Burgundy Unrooted#,99954,8817,321,Open View Nursery,100,Northeast,5479,Tania Dugan,101,Tim Morris,6,15,9,0.6,0.333333333,264.51
Calibrachoa,Crazy,Red,Unrooted,Calibrachoa Crazy Red Unrooted#,88975,165939,931,Rick Greenhouse,200,Southeast,2955,Dean Ferraro,102,Pete Jorgensen,4,25,6,0.84,0.333333333,3318.78
New Guinea Impatiens,Solomon,Yellow,Unrooted,New Guinea Impatiens Solomon Yellow Unrooted#,61037,180703,610,Lake Orey Greenhouse,100,Northeast,1581,Luz German,101,Tim Morris,6,15,8,0.6,0.25,3614.06
Coleus,Zero,Mango,Unrooted,Coleus Zero Mango Unrooted#,34079,19826,556,Diablo Farm,300,Great Lakes,7144,Nelda Heckel,103,Sandra Carlton,5,30,11,0.833333333,0.545454545,1189.56
Petunia Vegetative,Novelty,Sky,Unrooted,Petunia Vegetative Novelty Sky Unrooted#,35976,169659,529,Numero Greenhouse,400,Northwest,9547,Anisa Paneto,104,Cathie Wentz,4,35,19,0.885714286,0.789473684,25448.85
Petunia Vegetative,Super,Pink,Unrooted,Petunia Vegetative Super Pink Unrooted#,52492,91854,644,Greenbean Farm,300,Great Lakes,2272,Willie Mayorga,103,Sandra Carlton,4,25,22,0.84,0.818181818,16533.72
New Guinea Impatiens,Solomon,Burgundy,Unrooted,New Guinea Impatiens Solomon Burgundy Unrooted#,99954,171647,739,University Village Nursery,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,6,15,9,0.6,0.333333333,5149.41
Petunia Vegetative,Peddler,Red,Unrooted,Petunia Vegetative Peddler Red Unrooted#,27225,68458,326,Makinaw Nursery,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,4,25,13,0.84,0.692307692,6161.22
Petunia Vegetative,Peddler,Yellow,Unrooted,Petunia Vegetative Peddler Yellow Unrooted#,12632,10500,644,Greenbean Farm,300,Great Lakes,2272,Willie Mayorga,103,Sandra Carlton,4,25,14,0.84,0.714285714,1050
New Guinea Impatiens,Solomon,Pink,Unrooted,New Guinea Impatiens Solomon Pink Unrooted#,66263,141820,610,Lake Orey Greenhouse,100,Northeast,4887,Anastacia Renaud,101,Tim Morris,6,15,9,0.6,0.333333333,4254.6
Coleus,Zero,Mango,Unrooted,Coleus Zero Mango Unrooted#,34079,6368,642,Sky Greenhouse,300,Great Lakes,7144,Nelda Heckel,103,Sandra Carlton,5,30,9,0.833333333,0.444444444,254.72
Petunia Vegetative,Pretty,Light Pink,Unrooted,Petunia Vegetative Pretty Light Pink Unrooted#,48220,33146,780,Greeno Greenhouse,500,Southwest,7975,Kasey Angert,105,Bill Barkely,4,20,14,0.8,0.714285714,3314.6
Petunia Vegetative,Pretty,Blue,Unrooted,Petunia Vegetative Pretty Blue Unrooted#,71461,111343,931,Rick Greenhouse,200,Southeast,6144,Gerald Wake,102,Pete Jorgensen,4,20,19,0.8,0.789473684,16701.45
Petunia Vegetative,Pretty,Deep Blue,Unrooted,Petunia Vegetative Pretty Deep Blue Unrooted#,14595,167000,842,Overview Greenhouse,200,Southeast,7872,Janette Darbonne,102,Pete Jorgensen,4,20,16,0.8,0.75,20040
Calibrachoa,Crazy,Pink,Unrooted,Calibrachoa Crazy Pink Unrooted#,46673,12945,585,Catte Greenhouse,200,Southeast,2955,Dean Ferraro,102,Pete Jorgensen,4,25,21,0.84,0.80952381,2200.65
Calibrachoa,Crazy,Orange,Unrooted,Calibrachoa Crazy Orange Unrooted#,64003,97809,350,Celtic Greenhouse,100,Northeast,5951,Abel Gillmore,101,Tim Morris,4,25,7,0.84,0.428571429,2934.27
Petunia Vegetative,Novelty,Yellow Vein,Unrooted,Petunia Vegetative Novelty Yellow Vein Unrooted#,46191,35427,821,Pickwick Farm,100,Northeast,5989,Marquis Ables,101,Tim Morris,4,35,14,0.885714286,0.714285714,3542.7
Petunia Vegetative,Super,Pink,Unrooted,Petunia Vegetative Super Pink Unrooted#,52492,111538,780,Greeno Greenhouse,500,Southwest,4317,Lavonia Grunwald,105,Bill Barkely,4,25,20,0.84,0.8,17846.08
Petunia Vegetative,Pretty,Yellow,Unrooted,Petunia Vegetative Pretty Yellow Unrooted#,94050,145235,178,Lackey Farm,100,Northeast,8665,Chantay Shepherd,101,Tim Morris,4,20,20,0.8,0.8,23237.6
New Guinea Impatiens,Solomon,Yellow,Unrooted,New Guinea Impatiens Solomon Yellow Unrooted#,61037,119450,606,ABC Nursery,300,Great Lakes,2272,Willie Mayorga,103,Sandra Carlton,6,15,14,0.6,0.571428571,9556
Geranium,Geronimo,Deep Red,Unrooted,Geranium Geronimo Deep Red Unrooted#,37449,92795,604,Huntersville Farm,500,Southwest,4317,Lavonia Grunwald,105,Bill Barkely,5,25,13,0.8,0.615384615,7423.6
Geranium,Giant,Pink,Unrooted,Geranium Giant Pink Unrooted#,60468,57227,292,Undertow Farm,500,Southwest,3447,Teresa Newsom,105,Bill Barkely,5,30,11,0.833333333,0.545454545,3433.62
Petunia Vegetative,Pretty,Deep Blue,Unrooted,Petunia Vegetative Pretty Deep Blue Unrooted#,14595,51195,232,Greenster Nursery,500,Southwest,8166,Shemika Lurie,105,Bill Barkely,4,20,9,0.8,0.555555556,2559.75
Geranium,Geronimo,Deep Red,Unrooted,Geranium Geronimo Deep Red Unrooted#,37449,17581,585,Catte Greenhouse,200,Southeast,7872,Janette Darbonne,102,Pete Jorgensen,5,25,7,0.8,0.285714286,351.62
Petunia Vegetative,Super,Yellow,Unrooted,Petunia Vegetative Super Yellow Unrooted#,25618,42162,129,Hare Nursery,500,Southwest,4317,Lavonia Grunwald,105,Bill Barkely,4,25,23,0.84,0.826086957,8010.78
Coleus,Zero,Bright Flame,Unrooted,Coleus Zero Bright Flame Unrooted#,12393,93661,760,Moorse Nursery,400,Northwest,7862,Gregoria Paull,104,Cathie Wentz,5,30,20,0.833333333,0.75,14049.15
New Guinea Impatiens,Solomon,Pink,Unrooted,New Guinea Impatiens Solomon Pink Unrooted#,66263,137949,350,Celtic Greenhouse,100,Northeast,2586,Zada Dennis,101,Tim Morris,6,15,13,0.6,0.538461538,9656.43
Petunia Vegetative,Peddler,Light Blue,Unrooted,Petunia Vegetative Peddler Light Blue Unrooted#,75176,156941,880,Green Story Farm,200,Southeast,2955,Dean Ferraro,102,Pete Jorgensen,4,25,13,0.84,0.692307692,14124.69
Combo,Basket,Blue Red Mix,Unrooted,Combo Basket Blue Red Mix Unrooted#,26687,39804,955,Daily Dill Greenhouse,300,Great Lakes,4926,Wilfred Mcelvain,103,Sandra Carlton,15,40,34,0.625,0.558823529,7562.76
Calibrachoa,Crazy,Orange,Unrooted,Calibrachoa Crazy Orange Unrooted#,64003,182356,644,Greenbean Farm,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,4,25,14,0.84,0.714285714,18235.6
Geranium,Giant,Pink,Unrooted,Geranium Giant Pink Unrooted#,60468,14227,780,Greeno Greenhouse,500,Southwest,1462,Roland Zapien,105,Bill Barkely,5,30,7,0.833333333,0.285714286,284.54
Calibrachoa,Crazy,Deep Red,Unrooted,Calibrachoa Crazy Deep Red Unrooted#,50994,125696,321,Open View Nursery,100,Northeast,5479,Tania Dugan,101,Tim Morris,4,25,8,0.84,0.5,5027.84
Petunia Vegetative,Super,Pink,Unrooted,Petunia Vegetative Super Pink Unrooted#,52492,106128,610,Lake Orey Greenhouse,100,Northeast,8665,Chantay Shepherd,101,Tim Morris,4,25,7,0.84,0.428571429,3183.84
Petunia Vegetative,Novelty,Sky,Unrooted,Petunia Vegetative Novelty Sky Unrooted#,35976,186671,821,Pickwick Farm,100,Northeast,9717,Silva Gouge,101,Tim Morris,4,35,8,0.885714286,0.5,7466.84
New Guinea Impatiens,Solomon,Yellow,Unrooted,New Guinea Impatiens Solomon Yellow Unrooted#,61037,79303,707,Rancho Farm,200,Southeast,9969,Tony Mart,102,Pete Jorgensen,6,15,14,0.6,0.571428571,6344.24
Calibrachoa,Crazy,Red,Unrooted,Calibrachoa Crazy Red Unrooted#,88975,170481,965,Dickey Greenhouse,400,Northwest,8404,Larita Garnett,104,Cathie Wentz,4,25,22,0.84,0.818181818,30686.58
Petunia Vegetative,Peddler,Yellow,Unrooted,Petunia Vegetative Peddler Yellow Unrooted#,12632,39343,811,Zanzabarr Nursery,500,Southwest,8166,Shemika Lurie,105,Bill Barkely,4,25,23,0.84,0.826086957,7475.17
Coleus,Magnus,Red,Unrooted,Coleus Magnus Red Unrooted#,29389,69758,326,Makinaw Nursery,300,Great Lakes,7144,Nelda Heckel,103,Sandra Carlton,5,32,12,0.84375,0.583333333,4883.06
Geranium,Geronimo,Deep Red,Unrooted,Geranium Geronimo Deep Red Unrooted#,37449,77559,229,Horseridge Nursery,200,Southeast,9969,Tony Mart,102,Pete Jorgensen,5,25,17,0.8,0.705882353,9307.08
Petunia Vegetative,Pretty,Blue,Unrooted,Petunia Vegetative Pretty Blue Unrooted#,71461,116895,229,Horseridge Nursery,200,Southeast,5301,Janiece Mcshane,102,Pete Jorgensen,4,20,17,0.8,0.764705882,15196.35
Geranium,Geronimo,Frost,Unrooted,Geranium Geronimo Frost Unrooted#,38461,165744,780,Greeno Greenhouse,500,Southwest,2627,Kyoko Setton,105,Bill Barkely,5,25,8,0.8,0.375,4972.32
New Guinea Impatiens,Solomon,Red,Unrooted,New Guinea Impatiens Solomon Red Unrooted#,77686,12545,931,Rick Greenhouse,200,Southeast,9969,Tony Mart,102,Pete Jorgensen,6,15,14,0.6,0.571428571,1003.6
Coleus,Zero,Mango,Unrooted,Coleus Zero Mango Unrooted#,34079,131692,321,Open View Nursery,100,Northeast,8665,Chantay Shepherd,101,Tim Morris,5,30,22,0.833333333,0.772727273,22387.64
Angelonia,Angel,Red,Unrooted,Angelonia Angel Red Unrooted#,63122,10784,232,Greenster Nursery,500,Southwest,1573,Julie Claar,105,Bill Barkely,5,15,11,0.666666667,0.545454545,647.04
Petunia Vegetative,Pretty,Light Pink,Unrooted,Petunia Vegetative Pretty Light Pink Unrooted#,48220,196682,380,Rackatoe Greenhouse,200,Southeast,9969,Tony Mart,102,Pete Jorgensen,4,20,7,0.8,0.428571429,5900.46
Calibrachoa,Dynamo,Pink,Unrooted,Calibrachoa Dynamo Pink Unrooted#,30130,113767,868,Old Quarry Farm,600,Canada,6542,Caitlin Ricco,106,Jack Unger,4,20,11,0.8,0.636363636,7963.69
Coleus,Zero,Bright Flame,Unrooted,Coleus Zero Bright Flame Unrooted#,12393,157984,997,Bridge Nursery,100,Northeast,7295,Jeffrey Broadfoot,101,Tim Morris,5,30,23,0.833333333,0.782608696,28437.12
New Guinea Impatiens,Solomon,Burgundy,Unrooted,New Guinea Impatiens Solomon Burgundy Unrooted#,99954,49586,615,Kissinger Greenhouse,100,Northeast,2586,Zada Dennis,101,Tim Morris,6,15,12,0.6,0.5,2975.16
Calibrachoa,Crazy,Deep Red,Unrooted,Calibrachoa Crazy Deep Red Unrooted#,50994,135213,604,Huntersville Farm,500,Southwest,2468,Iva Paolini,105,Bill Barkely,4,25,21,0.84,0.80952381,22986.21
Petunia Vegetative,Super,Red,Unrooted,Petunia Vegetative Super Red Unrooted#,56026,176292,321,Open View Nursery,100,Northeast,2586,Zada Dennis,101,Tim Morris,4,25,10,0.84,0.6,10577.52
Calibrachoa,Dynamo,Yellow,Unrooted,Calibrachoa Dynamo Yellow Unrooted#,60071,109781,380,Rackatoe Greenhouse,200,Southeast,7734,Ethan Couvillion,102,Pete Jorgensen,4,20,15,0.8,0.733333333,12075.91
Petunia Vegetative,Pretty,Red,Unrooted,Petunia Vegetative Pretty Red Unrooted#,62436,5533,380,Rackatoe Greenhouse,200,Southeast,9969,Tony Mart,102,Pete Jorgensen,4,20,17,0.8,0.764705882,719.29
Petunia Vegetative,Pretty,Red,Unrooted,Petunia Vegetative Pretty Red Unrooted#,62436,89156,707,Rancho Farm,200,Southeast,2955,Dean Ferraro,102,Pete Jorgensen,4,20,12,0.8,0.666666667,7132.48
Geranium,Geronimo,Orange,Unrooted,Geranium Geronimo Orange Unrooted#,20057,158863,321,Open View Nursery,100,Northeast,2586,Zada Dennis,101,Tim Morris,5,25,12,0.8,0.583333333,11120.41
New Guinea Impatiens,Solomon,Pink,Unrooted,New Guinea Impatiens Solomon Pink Unrooted#,66263,126091,281,Rhymbo Farm,600,Canada,2295,Hildegard Buzard,106,Jack Unger,6,15,13,0.6,0.538461538,8826.37
Petunia Vegetative,Peddler,Light Blue,Unrooted,Petunia Vegetative Peddler Light Blue Unrooted#,75176,93720,657,Bob Smith Greenhouse,100,Northeast,4214,Francie Hawthorne,101,Tim Morris,4,25,21,0.84,0.80952381,15932.4
Calibrachoa,Crazy,Deep Red,Unrooted,Calibrachoa Crazy Deep Red Unrooted#,50994,35482,760,Moorse Nursery,400,Northwest,8404,Larita Garnett,104,Cathie Wentz,4,25,25,0.84,0.84,7451.22
Petunia Vegetative,Novelty,Yellow Vein,Unrooted,Petunia Vegetative Novelty Yellow Vein Unrooted#,46191,99919,178,Lackey Farm,100,Northeast,5989,Marquis Ables,101,Tim Morris,4,35,26,0.885714286,0.846153846,21982.18
Petunia Vegetative,Super,Pink,Unrooted,Petunia Vegetative Super Pink Unrooted#,52492,7235,585,Catte Greenhouse,200,Southeast,5301,Janiece Mcshane,102,Pete Jorgensen,4,25,6,0.84,0.333333333,144.7
Calibrachoa,Crazy,Red,Unrooted,Calibrachoa Crazy Red Unrooted#,88975,24801,201,Bellview County Nursery,400,Northwest,9565,Iola Guss,104,Cathie Wentz,4,25,19,0.84,0.789473684,3720.15
Calibrachoa,Crazy,Red,Unrooted,Calibrachoa Crazy Red Unrooted#,88975,140147,234,Green Farm,300,Great Lakes,6259,Shon Watterson,103,Sandra Carlton,4,25,10,0.84,0.6,8408.82
Geranium,Geronimo,Deep Red,Unrooted,Geranium Geronimo Deep Red Unrooted#,37449,165158,604,Huntersville Farm,500,Southwest,1462,Roland Zapien,105,Bill Barkely,5,25,15,0.8,0.666666667,16515.8
Calibrachoa,Dynamo,Blue,Unrooted,Calibrachoa Dynamo Blue Unrooted#,49920,30046,894,Miller Farm,300,Great Lakes,7144,Nelda Heckel,103,Sandra Carlton,4,20,16,0.8,0.75,3605.52
Coleus,Zero,Mango,Unrooted,Coleus Zero Mango Unrooted#,34079,41444,610,Lake Orey Greenhouse,100,Northeast,7295,Jeffrey Broadfoot,101,Tim Morris,5,30,27,0.833333333,0.814814815,9117.68
Petunia Vegetative,Pretty,Deep Blue,Unrooted,Petunia Vegetative Pretty Deep Blue Unrooted#,14595,68006,610,Lake Orey Greenhouse,100,Northeast,4214,Francie Hawthorne,101,Tim Morris,4,20,13,0.8,0.692307692,6120.54
Calibrachoa,Dynamo,Yellow,Unrooted,Calibrachoa Dynamo Yellow Unrooted#,60071,176648,321,Open View Nursery,100,Northeast,5951,Abel Gillmore,101,Tim Morris,4,20,12,0.8,0.666666667,14131.84
Petunia Vegetative,Pretty,Pink,Unrooted,Petunia Vegetative Pretty Pink Unrooted#,90230,118905,234,Green Farm,300,Great Lakes,7144,Nelda Heckel,103,Sandra Carlton,4,20,6,0.8,0.333333333,2378.1
Petunia Vegetative,Novelty,Yellow Vein,Unrooted,Petunia Vegetative Novelty Yellow Vein Unrooted#,46191,191042,880,Green Story Farm,200,Southeast,6144,Gerald Wake,102,Pete Jorgensen,4,35,24,0.885714286,0.833333333,38208.4
Geranium,Geronimo,Deep Red,Unrooted,Geranium Geronimo Deep Red Unrooted#,37449,17540,965,Dickey Greenhouse,400,Northwest,8404,Larita Garnett,104,Cathie Wentz,5,25,8,0.8,0.375,526.2
Petunia Vegetative,Pretty,Light Pink,Unrooted,Petunia Vegetative Pretty Light Pink Unrooted#,48220,13818,644,Greenbean Farm,300,Great Lakes,6511,Columbus Transue,103,Sandra Carlton,4,20,7,0.8,0.428571429,414.54
Coleus,Zero,Bright Flame,Unrooted,Coleus Zero Bright Flame Unrooted#,12393,159129,610,Lake Orey Greenhouse,100,Northeast,5479,Tania Dugan,101,Tim Morris,5,30,30,0.833333333,0.833333333,39782.25
Geranium,Geronimo,Pink,Unrooted,Geranium Geronimo Pink Unrooted#,53908,1433,292,Undertow Farm,500,Southwest,7975,Kasey Angert,105,Bill Barkely,5,25,16,0.8,0.6875,157.63
Petunia Vegetative,Novelty,Yellow Vein,Unrooted,Petunia Vegetative Novelty Yellow Vein Unrooted#,46191,36477,238,Force Farm,300,Great Lakes,4926,Wilfred Mcelvain,103,Sandra Carlton,4,35,29,0.885714286,0.862068966,9119.25
Calibrachoa,Crazy,Deep Red,Unrooted,Calibrachoa Crazy Deep Red Unrooted#,50994,64688,780,Greeno Greenhouse,500,Southwest,4827,Norbert Parise,105,Bill Barkely,4,25,18,0.84,0.777777778,9056.32
New Guinea Impatiens,Solomon,Big Red,Unrooted,New Guinea Impatiens Solomon Big Red Unrooted#,52459,100933,290,Sampson Nursery,300,Great Lakes,1203,Ying Mercier,103,Sandra Carlton,6,15,14,0.6,0.571428571,8074.64
Calibrachoa,Crazy,Orange,Unrooted,Calibrachoa Crazy Orange Unrooted#,64003,150907,807,Green Canal Greenhouse,300,Great Lakes,6511,Columbus Transue,103,Sandra Carlton,4,25,6,0.84,0.333333333,3018.14
Petunia Vegetative,Peddler,Pink,Unrooted,Petunia Vegetative Peddler Pink Unrooted#,12871,73018,281,Rhymbo Farm,600,Canada,6542,Caitlin Ricco,106,Jack Unger,4,25,20,0.84,0.8,11682.88
New Guinea Impatiens,Solomon,Deep Red,Unrooted,New Guinea Impatiens Solomon Deep Red Unrooted#,31784,171628,358,Rabbit Nursery,100,Northeast,5951,Abel Gillmore,101,Tim Morris,6,15,14,0.6,0.571428571,13730.24
Petunia Vegetative,Novelty,Sky,Unrooted,Petunia Vegetative Novelty Sky Unrooted#,35976,15987,965,Dickey Greenhouse,400,Northwest,9565,Iola Guss,104,Cathie Wentz,4,35,13,0.885714286,0.692307692,1438.83
Petunia Vegetative,Novelty,Pink Star,Unrooted,Petunia Vegetative Novelty Pink Star Unrooted#,58462,137195,642,Sky Greenhouse,300,Great Lakes,1203,Ying Mercier,103,Sandra Carlton,4,35,22,0.885714286,0.818181818,24695.1
New Guinea Impatiens,Solomon,Pink,Unrooted,New Guinea Impatiens Solomon Pink Unrooted#,66263,84686,700,Jumbo Nursery,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,6,15,14,0.6,0.571428571,6774.88
Geranium,Giant,Frost,Unrooted,Geranium Giant Frost Unrooted#,43299,119483,692,Livingston Greenhouse,400,Northwest,7862,Gregoria Paull,104,Cathie Wentz,5,30,10,0.833333333,0.5,5974.15
Calibrachoa,Dynamo,Pink,Unrooted,Calibrachoa Dynamo Pink Unrooted#,30130,22605,700,Jumbo Nursery,300,Great Lakes,6511,Columbus Transue,103,Sandra Carlton,4,20,20,0.8,0.8,3616.8
Geranium,Giant,Deep Red,Unrooted,Geranium Giant Deep Red Unrooted#,91126,3359,350,Celtic Greenhouse,100,Northeast,2586,Zada Dennis,101,Tim Morris,5,30,21,0.833333333,0.761904762,537.44
Petunia Vegetative,Peddler,Pink,Unrooted,Petunia Vegetative Peddler Pink Unrooted#,12871,181515,642,Sky Greenhouse,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,4,25,9,0.84,0.555555556,9075.75
Petunia Vegetative,Novelty,Sky,Unrooted,Petunia Vegetative Novelty Sky Unrooted#,35976,181643,321,Open View Nursery,100,Northeast,3684,Lorita Furst,101,Tim Morris,4,35,28,0.885714286,0.857142857,43594.32
Calibrachoa,Crazy,Pink,Unrooted,Calibrachoa Crazy Pink Unrooted#,46673,95670,232,Greenster Nursery,500,Southwest,9177,Arletha Grauer,105,Bill Barkely,4,25,22,0.84,0.818181818,17220.6
Petunia Vegetative,Super,Red,Unrooted,Petunia Vegetative Super Red Unrooted#,56026,52000,739,University Village Nursery,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,4,25,7,0.84,0.428571429,1560
Petunia Vegetative,Peddler,Yellow,Unrooted,Petunia Vegetative Peddler Yellow Unrooted#,12632,183729,201,Bellview County Nursery,400,Northwest,7862,Gregoria Paull,104,Cathie Wentz,4,25,23,0.84,0.826086957,34908.51
Petunia Vegetative,Super,Yellow,Unrooted,Petunia Vegetative Super Yellow Unrooted#,25618,118670,955,Daily Dill Greenhouse,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,4,25,10,0.84,0.6,7120.2
Petunia Vegetative,Peddler,Yellow,Unrooted,Petunia Vegetative Peddler Yellow Unrooted#,12632,97181,615,Kissinger Greenhouse,100,Northeast,1581,Luz German,101,Tim Morris,4,25,22,0.84,0.818181818,17492.58
Geranium,Geronimo,Orange,Unrooted,Geranium Geronimo Orange Unrooted#,20057,108406,232,Greenster Nursery,500,Southwest,8166,Shemika Lurie,105,Bill Barkely,5,25,15,0.8,0.666666667,10840.6
Geranium,Giant,Deep Red,Unrooted,Geranium Giant Deep Red Unrooted#,91126,141669,292,Undertow Farm,500,Southwest,7975,Kasey Angert,105,Bill Barkely,5,30,25,0.833333333,0.8,28333.8
Calibrachoa,Dynamo,Pink,Unrooted,Calibrachoa Dynamo Pink Unrooted#,30130,118720,691,State Nursery,500,Southwest,1573,Julie Claar,105,Bill Barkely,4,20,14,0.8,0.714285714,11872
Petunia Vegetative,Pretty,Yellow,Unrooted,Petunia Vegetative Pretty Yellow Unrooted#,94050,44094,762,Bridgeway Greenhouse,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,4,20,18,0.8,0.777777778,6173.16
New Guinea Impatiens,Solomon,Deep Red,Unrooted,New Guinea Impatiens Solomon Deep Red Unrooted#,31784,105608,380,Rackatoe Greenhouse,200,Southeast,2955,Dean Ferraro,102,Pete Jorgensen,6,15,11,0.6,0.454545455,5280.4
Petunia Vegetative,Peddler,Red,Unrooted,Petunia Vegetative Peddler Red Unrooted#,27225,47223,955,Daily Dill Greenhouse,300,Great Lakes,1203,Ying Mercier,103,Sandra Carlton,4,25,14,0.84,0.714285714,4722.3
New Guinea Impatiens,Solomon,Big Red,Unrooted,New Guinea Impatiens Solomon Big Red Unrooted#,52459,27648,380,Rackatoe Greenhouse,200,Southeast,2955,Dean Ferraro,102,Pete Jorgensen,6,15,14,0.6,0.571428571,2211.84
Calibrachoa,Dynamo,Yellow,Unrooted,Calibrachoa Dynamo Yellow Unrooted#,60071,104569,670,Yute Greenhouse,400,Northwest,9547,Anisa Paneto,104,Cathie Wentz,4,20,12,0.8,0.666666667,8365.52
Geranium,Geronimo,Frost,Unrooted,Geranium Geronimo Frost Unrooted#,38461,99636,931,Rick Greenhouse,200,Southeast,7734,Ethan Couvillion,102,Pete Jorgensen,5,25,25,0.8,0.8,19927.2
New Guinea Impatiens,Solomon,Pink,Unrooted,New Guinea Impatiens Solomon Pink Unrooted#,66263,37348,642,Sky Greenhouse,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,6,15,11,0.6,0.454545455,1867.4
Coleus,Magnus,Red,Unrooted,Coleus Magnus Red Unrooted#,29389,35376,201,Bellview County Nursery,400,Northwest,9547,Anisa Paneto,104,Cathie Wentz,5,32,14,0.84375,0.642857143,3183.84
